BRAND,STOCKCODE,DESCRIPTION, MSRP (excl), TRADE (excl),STOCK CLASS,STOCK,STOCK GROUP,UPC,
Aurora Multimedia,IPX-TC1-C,4K Streaming Transceiver with IPBase T," $2,735.98 "," $1,915.18 ",SPECIAL ORDER ONLY,3,AUTOMATION & CONTROL,737212163437,
Aurora Multimedia,QXP-2-IPX,IPX Embedded Linux Control Server," $2,051.13 "," $1,435.79 ",SPECIAL ORDER ONLY,1,AUTOMATION & CONTROL,,
Aurora Multimedia,TTS-10,"Aurora Temperature-Check 10"" Tablet"," $5,817.79 "," $4,072.45 ",SPECIAL ORDER ONLY,1,PROFESSIONAL AV SOLUTIONS,,
Aurora Multimedia,TTS-15,"Aurora Temperature-Check 15"" Tablet"," $6,502.64 "," $4,551.84 ",SPECIAL ORDER ONLY,3,PROFESSIONAL AV SOLUTIONS,,
AVS,SAVC3780B,AVS VC Cart 37-80inch Panel, $806.82 , $565.00 ,NORMAL,36,PROFESSIONAL AV SOLUTIONS,9421904917040,
AVS,SAVC75X2,AVS Dual Screen Adapter, $410.90 , $287.62 ,NORMAL,2,PROFESSIONAL AV SOLUTIONS,,
AVS,SAVCPC1,AVS PC Holder, $143.80 , $110.63 ,NORMAL,19,PROFESSIONAL AV SOLUTIONS,9421904917071,
C2G,88401EL,Contour Electrol 159D," $4,779.34 "," $3,349.89 ",SPECIAL ORDER ONLY,0,CONNECTIVITY,,
C2G,C2G29886,Adptr Ring DP mDP USB-C Lghtng, $596.64 , $410.19 ,SPECIAL ORDER ONLY,0,CONNECTIVITY,757120298861,
C2G,C2G30051,Universal 4K HDMI® Dongle Adapter Ring, $730.88 , $512.12 ,SPECIAL ORDER ONLY,26,CONNECTIVITY,,
C2G,C2G54275,Superbooster® USB Camera Extender WP, $798.01 , $558.11 ,SPECIAL ORDER ONLY,0,CONNECTIVITY,,
C2G,C2G54276,Superbooster® USB Cam Extender WP to Box, $798.01 , $558.11 ,SPECIAL ORDER ONLY,0,CONNECTIVITY,,
C2G,C2G54277,Superbooster® USB Cam Extender Box 2 Box, $798.01 , $558.11 ,SPECIAL ORDER ONLY,0,CONNECTIVITY,,
C2G,CG01078,5ft/1.5m Cat6 UTP 28awg Blue, $16.69 , $11.68 ,SPECIAL ORDER ONLY,0,CONNECTIVITY,757120010784,
C2G,CG2690,C2G USB-C to HDMI Cable 4K/60Hz 4.6m, $236.17 , $164.08 ,SPECIAL ORDER ONLY,0,CONNECTIVITY,,
Chief,AS3LD,Tempo™ Flat Panel Wall Mount System," $1,613.50 "," $1,073.50 ",NORMAL,0,PROFESSIONAL AV SOLUTIONS,841872177564,
Chief,CMA100,Chief Ceiling Plate & Column, $452.00 , $316.40 ,NORMAL,8,PROFESSIONAL AV SOLUTIONS,841872002477,
Chief,CMA100W,Chief Ceiling Plate & Column, $452.00 , $316.40 ,NORMAL,9,PROFESSIONAL AV SOLUTIONS,,
Chief,CMA105,"Chief Ceiling Plate, Black (102mm)", $116.14 , $81.29 ,NORMAL,1,PROFESSIONAL AV SOLUTIONS,841872002491,
Chief,CMA115,"Chief Ceiling Plate, Black (152mm)", $135.60 , $94.92 ,NORMAL,0,PROFESSIONAL AV SOLUTIONS,841872002514,
Chief,CMA115W,"Chief Ceiling Plate, White (152mm)", $135.60 , $94.92 ,NORMAL,8,PROFESSIONAL AV SOLUTIONS,841872045481,
Chief,CMA330,Chief Offset Ceiling Plate, $143.68 , $100.57 ,NORMAL,1,PROFESSIONAL AV SOLUTIONS,841872002606,
Chief,CMA345,Chief Structural Ceiling Plate, $442.32 , $309.62 ,NORMAL,3,PROFESSIONAL AV SOLUTIONS,841872002637,
Chief,CMA347,Chief Isolating Coupler, $992.41 , $694.68 ,NORMAL,0,PROFESSIONAL AV SOLUTIONS,841872018584,
Chief,CMA348,Chief Large Venue Vibration Coupler," $1,128.40 ", $789.87 ,NORMAL,8,PROFESSIONAL AV SOLUTIONS,841872172521,
Chief,CMA365,Chief Truss Adapter, $143.68 , $107.35 ,NORMAL,1,PROFESSIONAL AV SOLUTIONS,841872002675,
Chief,CMA372,Chief Unistrut Adapter, $143.68 , $100.57 ,NORMAL,4,PROFESSIONAL AV SOLUTIONS,841872002705,
Chief,CMA395,Chief Angled Ceiling Plate, $119.46 , $90.40 ,NORMAL,0,PROFESSIONAL AV SOLUTIONS,841872002750,
Chief,CMA395W,Chief Angled Ceiling Plate, $119.46 , $83.62 ,NORMAL,37,PROFESSIONAL AV SOLUTIONS,841872092553,
Chief,CMA640B,Chief Decorative Ring Black, $37.13 , $25.99 ,NORMAL,21,PROFESSIONAL AV SOLUTIONS,841872092577,
Chief,CMA640W,Chief Decorative Ring White, $37.13 , $25.99 ,NORMAL,183,PROFESSIONAL AV SOLUTIONS,841872092584,
Chief,CMS003,"Chief Extension Column, Black (76mm)", $46.82 , $32.77 ,NORMAL,1,PROFESSIONAL AV SOLUTIONS,841872092591,
Chief,CMS003W,"Chief Extension Column, White (76mm)", $46.82 , $32.77 ,NORMAL,3,PROFESSIONAL AV SOLUTIONS,841872104768,
Chief,CMS012018,"Chief Adj Column, Black (300-457mm)", $297.37 , $208.16 ,NORMAL,0,PROFESSIONAL AV SOLUTIONS,841872092676,
Chief,CMS012018W,"Chief Adj Column, White (300-457mm)", $272.82 , $190.97 ,NORMAL,3,PROFESSIONAL AV SOLUTIONS,,
Chief,CMS018024,"Chief Adj Column, Black (457-600mm)", $332.56 , $232.79 ,NORMAL,0,PROFESSIONAL AV SOLUTIONS,841872092737,
Chief,CMS018024W,"Chief Adj Column, White (457-600mm)", $332.56 , $232.79 ,NORMAL,0,PROFESSIONAL AV SOLUTIONS,841872104805,
Chief,CMS0203,"Chief Adj Column, Black (609-914mm)", $353.53 , $237.30 ,NORMAL,0,PROFESSIONAL AV SOLUTIONS,841872092744,
Chief,CMS0203W,"Chief Adj Column, White (609-914mm)", $353.53 , $237.30 ,NORMAL,2,PROFESSIONAL AV SOLUTIONS,841872092768,
Chief,CMS0305,"Chief Adj Column, Black (91-152cm)", $385.82 , $270.07 ,NORMAL,2,PROFESSIONAL AV SOLUTIONS,841872092799,
Chief,CMS0305W,"Chief Adj Column, White (91-152cm)", $385.82 , $270.07 ,NORMAL,5,PROFESSIONAL AV SOLUTIONS,,
Chief,CMS036W,"Chief Extension Column, White (914mm)", $159.82 , $100.57 ,NORMAL,0,PROFESSIONAL AV SOLUTIONS,841872092843,
Chief,CMS0507,"Chief Adj Column, Black (152-213cm)", $473.33 , $331.33 ,NORMAL,0,PROFESSIONAL AV SOLUTIONS,841872076430,
Chief,CMS0507W,"Chief Adj Column, White (152-213cm)", $473.33 , $331.33 ,NORMAL,0,PROFESSIONAL AV SOLUTIONS,,
Chief,CMS0608,"Chief Adj Column, Black (182-243cm)", $466.53 , $326.57 ,NORMAL,2,PROFESSIONAL AV SOLUTIONS,841872092881,
Chief,CMS115,"Chief 6"" round ceiling plate, Black", $111.40 , $77.97 ,NORMAL,17,PROFESSIONAL AV SOLUTIONS,841872076072,
Chief,CMS115W,"Chief 6"" round ceiling plate, White", $121.43 , $84.99 ,NORMAL,0,PROFESSIONAL AV SOLUTIONS,,
Chief,CMS261,"Chief Column Cut-Off Adapter, Black", $79.10 , $55.37 ,NORMAL,0,PROFESSIONAL AV SOLUTIONS,841872145853,
Chief,CMS261W,"Chief Column Cut-Off Adapter, White", $79.10 , $55.37 ,NORMAL,9,PROFESSIONAL AV SOLUTIONS,841872145877,
Chief,CMS380,Chief Truss Clamp, $332.56 , $232.79 ,NORMAL,0,PROFESSIONAL AV SOLUTIONS,,
Chief,CPA024,"Chief Pin Extension Column, Blk (610mm)", $111.40 , $77.97 ,NORMAL,3,PROFESSIONAL AV SOLUTIONS,841872156682,
Chief,CPA060,"Chief Pin Extension Column, Blk (152cm)", $192.10 , $134.47 ,NORMAL,6,PROFESSIONAL AV SOLUTIONS,841872156743,
Chief,CPA072,"Chief Pin Extension Column, Blk (182cm)", $224.40 , $157.07 ,NORMAL,2,PROFESSIONAL AV SOLUTIONS,841872156767,
Chief,CPA120,"Chief Pin Extension Column, Blk (304cm)", $376.13 , $270.07 ,NORMAL,0,PROFESSIONAL AV SOLUTIONS,841872158907,
Chief,CPA262,Chief Adapter - CPA to Male NPT, $113.00 , $79.10 ,NORMAL,4,PROFESSIONAL AV SOLUTIONS,841872156781,
Chief,CPA263,Chief Adapter - CPA to CPA, $113.00 , $79.10 ,NORMAL,10,PROFESSIONAL AV SOLUTIONS,841872158921,
Chief,CPA330,Chief Offset Ceiling Plate (203mm), $168.94 , $118.24 ,NORMAL,0,PROFESSIONAL AV SOLUTIONS,841872156422,
Chief,CPA351,Chief Floor to Ceiling Collar Plate, $434.25 , $303.97 ,NORMAL,11,PROFESSIONAL AV SOLUTIONS,841872170442,
Chief,CPA353,Chief Floor to Ceiling Clamp-style Plate, $401.96 , $281.37 ,NORMAL,3,PROFESSIONAL AV SOLUTIONS,841872170435,
Chief,CPA395,Chief Pin Connection Angle Ceiling Plate, $137.22 , $96.05 ,NORMAL,11,PROFESSIONAL AV SOLUTIONS,841872156446,
Chief,CSMP9X12,Chief Component Storage Panel, $117.85 , $82.49 ,NORMAL,19,PROFESSIONAL AV SOLUTIONS,841872173467,
Chief,CSPBPTA,Proximity® Component Storage Panel TA Ba, $433.39 , $303.37 ,NORMAL,0,PROFESSIONAL AV SOLUTIONS,,
Chief,CSPH,Chief UnderTable Component Storage Panel, $514.96 , $360.47 ,NORMAL,77,PROFESSIONAL AV SOLUTIONS,841872170930,
Chief,CSPR,Chief Component Storage Panel, $353.53 , $254.25 ,NORMAL,10,PROFESSIONAL AV SOLUTIONS,841872169866,
Chief,CSSLP15X10,Chief Component Storage Panel Slide Lock, $371.30 , $259.90 ,NORMAL,212,PROFESSIONAL AV SOLUTIONS,841872176222,
Chief,FCA613B,Chief Large Accessory Shelf, $945.98 , $662.18 ,NORMAL,2,PROFESSIONAL AV SOLUTIONS,841872160917,
Chief,FCA810,Chief Fusion 8inch Above/Below Shelf, $224.40 , $157.07 ,NORMAL,46,PROFESSIONAL AV SOLUTIONS,841872162669,
Chief,FCA830,Fusion Centre Channel Speaker, $321.25 , $224.87 ,NORMAL,17,PROFESSIONAL AV SOLUTIONS,841872163833,
Chief,FCAV1U,Chief Fusion Pull Out Accessory, $547.25 , $383.07 ,NORMAL,34,PROFESSIONAL AV SOLUTIONS,841872166483,
Chief,FCAXV1U,Chief Fusion XL Pull Out Accessory," $1,162.30 ", $823.77 ,NORMAL,0,PROFESSIONAL AV SOLUTIONS,841872175379,
Chief,FHB5038,Chief Fusion Vesa Adaptor, $256.68 , $179.67 ,NORMAL,2,PROFESSIONAL AV SOLUTIONS,841872166056,
Chief,FHB5106,Chief FHB5106 Interface Adaptor 500mm, $492.68 , $344.65 ,NORMAL,1,PROFESSIONAL AV SOLUTIONS,841872172927,
Chief,FHB5147,Chief Universal FP Mount Hardware Kit, $38.75 , $39.55 ,NORMAL,12,PROFESSIONAL AV SOLUTIONS,841872173443,
Chief,FMSCA,"Fusion Ceiling Box, Floating", $450.40 , $281.37 ,NORMAL,3,PROFESSIONAL AV SOLUTIONS,841872168319,
Chief,FMSCM,"Fusion Ceiling Box, Height-Adjust", $447.16 , $281.37 ,NORMAL,0,PROFESSIONAL AV SOLUTIONS,841872168326,
Chief,FMSECAP,Fusion Horizontal Row End Cap, $48.43 , $33.90 ,NORMAL,25,PROFESSIONAL AV SOLUTIONS,841872168043,
Chief,FMSH48,"Fusion Horizontal Row, 48"" (1219mm)", $321.25 , $248.60 ,NORMAL,2,PROFESSIONAL AV SOLUTIONS,841872167961,
Chief,FMSH60,"Fusion Horizontal Row, 60"" (1524mm)", $482.68 , $326.57 ,NORMAL,13,PROFESSIONAL AV SOLUTIONS,841872167978,
Chief,FMSH96,"Fusion Horizontal Row, 96"" (2438mm)", $647.33 , $428.27 ,NORMAL,1,PROFESSIONAL AV SOLUTIONS,841872168005,
Chief,FMSHC1,Fusion Horizontal Row Connector, $256.68 , $179.67 ,NORMAL,14,PROFESSIONAL AV SOLUTIONS,841872168012,
Chief,FMSIML,Fusion Large Micro-Adjust Tilt Interface, $401.96 , $292.67 ,NORMAL,5,PROFESSIONAL AV SOLUTIONS,841872167916,
Chief,FMSITL,Fusion Large Tilt Interface, $288.96 , $237.30 ,NORMAL,4,PROFESSIONAL AV SOLUTIONS,841872167909,
Chief,FMSWM,"Fusion Wall Attachment, Height-Adjust", $434.25 , $303.97 ,NORMAL,3,PROFESSIONAL AV SOLUTIONS,841872167930,
Chief,FSR1U,Small Flat Panel Fixed Wall Mount, $159.82 , $111.87 ,NORMAL,0,PROFESSIONAL AV SOLUTIONS,841872168593,
Chief,FTR1U,Chief Small Flat Panel Fixed Wall Mount, $192.10 , $134.47 ,NORMAL,0,PROFESSIONAL AV SOLUTIONS,,
Chief,LCM1U,Chief Large Ceiling Mount, $644.10 , $463.30 ,NORMAL,1,PROFESSIONAL AV SOLUTIONS,841872156170,
Chief,LDS1U,Chief Large Fusion TV Stand," $1,691.78 "," $1,184.24 ",NORMAL,1,PROFESSIONAL AV SOLUTIONS,841872171616,
Chief,LFAUB,Chief Large Floor AV Stand," $2,258.40 "," $1,580.87 ",NORMAL,5,PROFESSIONAL AV SOLUTIONS,841872156330,
Chief,LPAUB,Chief Large Mobile Cart," $1,935.53 "," $1,378.60 ",NORMAL,4,PROFESSIONAL AV SOLUTIONS,841872155951,
Chief,LSA1U,Chief Large Fixed Wall Mount 90kg, $321.25 , $224.87 ,NORMAL,80,PROFESSIONAL AV SOLUTIONS,841872163710,
Chief,LSM1U,"Large Micro-Adjustable Fixed 42-86"" 90kg", $339.00 , $237.30 ,NORMAL,114,PROFESSIONAL AV SOLUTIONS,841872163260,
Chief,LTM1U,Chief Large Micro-Adjustable Tilt 90kg, $565.00 , $395.50 ,NORMAL,25,PROFESSIONAL AV SOLUTIONS,841872163277,
Chief,LVS1U,Video Wall Landscape Mounting," $1,050.90 ", $779.70 ,NORMAL,28,PROFESSIONAL AV SOLUTIONS,841872161150,
Chief,LVS1UP,Chief Large ConnexSys Video Portrait," $1,935.53 "," $1,354.87 ",NORMAL,4,PROFESSIONAL AV SOLUTIONS,841872161167,
Chief,MCM1U,Chief Medium Ceiling Mount, $500.76 , $355.95 ,NORMAL,11,PROFESSIONAL AV SOLUTIONS,841872156194,
Chief,MSA1U,Medium Fixed Wall Mount, $240.53 , $168.37 ,NORMAL,9,PROFESSIONAL AV SOLUTIONS,841872163734,
Chief,MSM1U,Medium Micro-Adjustable Fixed 56kg, $288.96 , $202.27 ,NORMAL,41,PROFESSIONAL AV SOLUTIONS,841872163284,
Chief,MTM1U,Medium Micro-Adjustable Tilt 56kg, $369.68 , $258.77 ,NORMAL,56,PROFESSIONAL AV SOLUTIONS,841872163291,
Chief,MTMP1U,Medium Portrait Tilt Wall Mount, $434.25 , $303.97 ,NORMAL,11,PROFESSIONAL AV SOLUTIONS,841872163895,
Chief,PAC102B,Pole Mount Shelf Accessory, $245.38 , $171.76 ,NORMAL,1,PROFESSIONAL AV SOLUTIONS,841872098555,
Chief,PAC124B,Swing Arm 24 Inch Stud Adapter, $443.41 , $307.93 ,NORMAL,0,PROFESSIONAL AV SOLUTIONS,,
Chief,PAC715,Chief Camera Shelf, $321.25 , $224.87 ,NORMAL,2,PROFESSIONAL AV SOLUTIONS,841872122182,
Chief,PACLFB,Chief Impact Freestanding Base Accessory," $15,092.02 "," $1,080.20 ",NORMAL,0,PROFESSIONAL AV SOLUTIONS,,
Chief,PDRUB,Chief Swing Arm Mount," $1,935.53 "," $1,354.87 ",NORMAL,0,PROFESSIONAL AV SOLUTIONS,841872051659,
Chief,PFB1UB,Chief Single Flat Panel Bolt-Down Mount," $2,127.63 "," $1,489.34 ",NORMAL,1,PROFESSIONAL AV SOLUTIONS,,
Chief,PSBUB,Chief Universal Interface, $415.28 , $290.68 ,NORMAL,0,PROFESSIONAL AV SOLUTIONS,841872049229,
Chief,RLF3,LARGE UNIVERSAL FIXED MOUNT, $371.27 , $259.89 ,NORMAL,0,PROFESSIONAL AV SOLUTIONS,841872176635,
Chief,RLXT3,"LARGE UNIVERSAL, EXTENDING, TILT MOUNT", $481.87 , $337.31 ,NORMAL,0,PROFESSIONAL AV SOLUTIONS,841872176659,
Chief,RMF3,MEDIUM UNIVERSAL FIXED MOUNT, $235.70 , $164.98 ,NORMAL,0,PROFESSIONAL AV SOLUTIONS,841872176666,
Chief,RMT3,MEDIUM UNIVERSAL TILT MOUNT, $318.50 , $222.94 ,NORMAL,0,PROFESSIONAL AV SOLUTIONS,841872176673,
Chief,RPMAU,Chief Elite Projector Mount, $418.10 , $292.67 ,NORMAL,12,PROFESSIONAL AV SOLUTIONS,841872078021,
Chief,RPMAUW,Chief Elite Universal Projector Mount, $427.80 , $299.45 ,NORMAL,12,PROFESSIONAL AV SOLUTIONS,841872078045,
Chief,RPMAUW-LKIT-1.5,"Chief Projector Bundle,1.5m Pole White", $-   , $529.63 ,NORMAL,0,PROFESSIONAL AV SOLUTIONS,,
Chief,RSMAUW,Chief Projector Mount, $547.25 , $383.07 ,NORMAL,0,PROFESSIONAL AV SOLUTIONS,,
Chief,RXF3,XL UNIVERSAL FIXED MOUNT, $353.53 , $247.47 ,NORMAL,8,PROFESSIONAL AV SOLUTIONS,841872176680,
Chief,RXT3,XL UNIVERSAL TILT MOUNT, $452.00 , $316.40 ,NORMAL,19,PROFESSIONAL AV SOLUTIONS,841872176697,
Chief,TS118SU,Chief Swing Arm Mount, $321.25 , $224.87 ,NORMAL,6,PROFESSIONAL AV SOLUTIONS,841872153551,
Chief,TS218SU,Chief Swing Arm Mount, $563.40 , $394.37 ,NORMAL,3,PROFESSIONAL AV SOLUTIONS,841872152448,
Chief,TS318TU,Chief Swing Arm Mount, $870.10 , $631.67 ,NORMAL,0,PROFESSIONAL AV SOLUTIONS,841872149387,
Chief,TS325TU,Chief Swing Arm Mount, $960.50 , $676.87 ,NORMAL,0,PROFESSIONAL AV SOLUTIONS,841872151120,
Chief,TS525TU,Chief Swing Arm Mount," $1,112.25 ", $823.77 ,NORMAL,0,PROFESSIONAL AV SOLUTIONS,841872147307,
Chief,VCMU,Chief Projector Mount," $1,049.30 ", $666.70 ,NORMAL,4,PROFESSIONAL AV SOLUTIONS,841872154350,
Chief,VCMUW,Chief Projector Mount, $952.43 , $666.70 ,NORMAL,5,PROFESSIONAL AV SOLUTIONS,841872168357,
Chief,VCTUB,XL Universal Tool-Free Projector Mount," $1,451.25 "," $1,015.87 ",NORMAL,2,PROFESSIONAL AV SOLUTIONS,841872172460,
Chief,VPAUB,VPAUB Vertical and Portrait Projector Mo, $726.43 , $508.50 ,NORMAL,1,PROFESSIONAL AV SOLUTIONS,841872168265,
Chief,WMA2S,Heavy Duty Wall Mount Accessory, $570.11 , $399.07 ,NORMAL,0,PROFESSIONAL AV SOLUTIONS,841872149721,
Chief,XCM1U,Chief X-Large Ceiling Mount," $1,209.10 ", $846.37 ,NORMAL,3,PROFESSIONAL AV SOLUTIONS,841872159393,
Chief,XCM7000,Chief Fusion X-Large Dual Ceiling Mount," $2,258.40 "," $1,580.87 ",NORMAL,4,PROFESSIONAL AV SOLUTIONS,841872159645,
Chief,XPA1UB,X-Large Fusion Manual Height Adj Cart," $4,970.40 "," $3,388.87 ",NORMAL,0,PROFESSIONAL AV SOLUTIONS,841872169002,
Chief,XSM1U,Fusion X-Large Micro-Adjustable Fixed, $516.58 , $361.60 ,NORMAL,0,PROFESSIONAL AV SOLUTIONS,841872163871,
Chief,XTM1U,Chief X-Large Tilt Mount 113kg, $661.86 , $463.30 ,NORMAL,33,PROFESSIONAL AV SOLUTIONS,841872163888,
Chief,AS3A100,Camera Shelf for Tempo™ Flat Panel Wall, $424.94 , $295.61 ,SPECIAL ORDER ONLY,0,PROFESSIONAL AV SOLUTIONS,,
Chief,AS3A101,Video-Sound Bar Mount for Tempo™ Flat Pa, $491.45 , $338.72 ,SPECIAL ORDER ONLY,0,PROFESSIONAL AV SOLUTIONS,,
Chief,AVA1101,Chief Tempo Dual-Display Accessory," $1,612.68 "," $1,128.87 ",SPECIAL ORDER ONLY,6,PROFESSIONAL AV SOLUTIONS,8418721754928,
Chief,AVA1102,Chief 2RU FP FSS Accessory, $485.90 , $340.13 ,SPECIAL ORDER ONLY,2,PROFESSIONAL AV SOLUTIONS,841872173962,
Chief,AVA1103,Chief Tempo Component Storage Panel, $316.74 , $221.71 ,SPECIAL ORDER ONLY,0,PROFESSIONAL AV SOLUTIONS,,
Chief,AVA1104,Tempo Extra-Large Dual-Display Accessory," $3,424.13 "," $2,401.82 ",SPECIAL ORDER ONLY,0,PROFESSIONAL AV SOLUTIONS,,
Chief,AVSFSS,Chief Flat Panel Floor SupportSystem," $2,904.10 "," $2,032.87 ",SPECIAL ORDER ONLY,13,PROFESSIONAL AV SOLUTIONS,,
Chief,CMA101,Chief Designer Ceiling Plate, $58.08 , $40.65 ,SPECIAL ORDER ONLY,0,PROFESSIONAL AV SOLUTIONS,841872002484,
Chief,CMA101W,Chief Designer Ceiling Plate, $58.08 , $40.65 ,SPECIAL ORDER ONLY,0,PROFESSIONAL AV SOLUTIONS,,
Chief,CMA106,Junction Box Assembly Ceiling Plate, $146.06 , $102.23 ,SPECIAL ORDER ONLY,0,PROFESSIONAL AV SOLUTIONS,841872041445,
Chief,CMA110,"Chief Ceiling Plate, Black (203mm)", $159.82 , $111.87 ,SPECIAL ORDER ONLY,2,PROFESSIONAL AV SOLUTIONS,841872002507,
Chief,CMA110W,"Chief Ceiling Plate, White (203mm)", $174.20 , $121.94 ,SPECIAL ORDER ONLY,0,PROFESSIONAL AV SOLUTIONS,841872002507,
Chief,CMA151,Chief NPT Adapter, $70.40 , $49.27 ,SPECIAL ORDER ONLY,0,PROFESSIONAL AV SOLUTIONS,841872002538,
Chief,CMA152,Chief NPT Pipe Coupler, $105.59 , $73.90 ,SPECIAL ORDER ONLY,0,PROFESSIONAL AV SOLUTIONS,841872038018,
Chief,CMA170W,In-Ceiling Storage Enclosure-CMA170x, $572.74 , $400.30 ,SPECIAL ORDER ONLY,0,PROFESSIONAL AV SOLUTIONS,,
Chief,CMA270,Chief NPT Coupler Sealed, $69.42 , $48.59 ,SPECIAL ORDER ONLY,0,PROFESSIONAL AV SOLUTIONS,841872002583,
Chief,CMA270W,Chief NPT Coupler Sealed, $69.42 , $48.59 ,SPECIAL ORDER ONLY,6,PROFESSIONAL AV SOLUTIONS,841872045962,
Chief,CMA273,Threaded End Cap, $58.08 , $40.65 ,SPECIAL ORDER ONLY,0,PROFESSIONAL AV SOLUTIONS,841872051147,
Chief,CMA274,Chief Quick-Snap Cable Covers, $62.96 , $44.07 ,SPECIAL ORDER ONLY,5,PROFESSIONAL AV SOLUTIONS,841872063805,
Chief,CMA278,Extension Column Vinyl Cap, $97.30 , $68.98 ,SPECIAL ORDER ONLY,0,PROFESSIONAL AV SOLUTIONS,,
Chief,CMA340,Chief Projector Stabilisation, $502.05 , $351.43 ,SPECIAL ORDER ONLY,5,PROFESSIONAL AV SOLUTIONS,841872002620,
Chief,CMA348W,Chief Large Venue Vibration Coupler," $1,128.40 ", $789.87 ,SPECIAL ORDER ONLY,3,PROFESSIONAL AV SOLUTIONS,841872172538,
Chief,CMA351,Chief Swivel Adapter, $380.09 , $266.05 ,SPECIAL ORDER ONLY,0,PROFESSIONAL AV SOLUTIONS,841872002644,
Chief,CMA360,Chief I-Beam Clamp, $744.31 , $521.01 ,SPECIAL ORDER ONLY,0,PROFESSIONAL AV SOLUTIONS,841872002651,
Chief,CMA362,Chief C-Clamp Adapter, $314.98 , $220.47 ,SPECIAL ORDER ONLY,0,PROFESSIONAL AV SOLUTIONS,841872002668,
Chief,CMA366,Chief Truss Spanning Adapter, $350.16 , $245.11 ,SPECIAL ORDER ONLY,0,PROFESSIONAL AV SOLUTIONS,841872002682,
Chief,CMA370,Chief Unistrut Adapter, $56.32 , $39.41 ,SPECIAL ORDER ONLY,0,PROFESSIONAL AV SOLUTIONS,841872002699,
Chief,CMA440,Chief Suspended Ceiling Kit, $351.93 , $246.34 ,SPECIAL ORDER ONLY,0,PROFESSIONAL AV SOLUTIONS,841872002767,
Chief,CMA443,Above Tile Suspended Ceiling Kit, $385.35 , $269.74 ,SPECIAL ORDER ONLY,0,PROFESSIONAL AV SOLUTIONS,841872062037,
Chief,CMA450,Chief Heavy Duty Suspended Kit, $515.57 , $360.89 ,SPECIAL ORDER ONLY,0,PROFESSIONAL AV SOLUTIONS,841872002774,
Chief,CMA455,Suspended Ceiling Tile Replacement Kit, $489.18 , $342.41 ,SPECIAL ORDER ONLY,0,PROFESSIONAL AV SOLUTIONS,841872002781,
Chief,CMA470,Chief Above-Tile Storage Accessory, $323.77 , $226.63 ,SPECIAL ORDER ONLY,0,PROFESSIONAL AV SOLUTIONS,,
Chief,CMA472,Chief Above Ceiling Enclosure, $298.65 , $209.05 ,SPECIAL ORDER ONLY,3,PROFESSIONAL AV SOLUTIONS,841872140735,
Chief,CMA480,Chief Column Storage Shelf, $339.61 , $237.72 ,SPECIAL ORDER ONLY,0,PROFESSIONAL AV SOLUTIONS,,
Chief,CMA640S,Chief Decorative Ring Silver, $35.52 , $24.86 ,SPECIAL ORDER ONLY,8,PROFESSIONAL AV SOLUTIONS,841872002798,
Chief,CMA643,Chief Decorative Ring, $44.00 , $30.79 ,SPECIAL ORDER ONLY,0,PROFESSIONAL AV SOLUTIONS,841872101170,
Chief,CMA700,Chief Ceiling Plate & Column, $351.93 , $246.34 ,SPECIAL ORDER ONLY,0,PROFESSIONAL AV SOLUTIONS,841872002804,
Chief,CMA700W,Chief Ceiling Plate & Column, $351.93 , $246.34 ,SPECIAL ORDER ONLY,0,PROFESSIONAL AV SOLUTIONS,,
Chief,CMS006,"Chief Extension Column, Black (152mm)", $68.64 , $48.04 ,SPECIAL ORDER ONLY,0,PROFESSIONAL AV SOLUTIONS,841872092607,
Chief,CMS006009,"Chief Adj Column, Black (152-228mm)", $174.20 , $121.94 ,SPECIAL ORDER ONLY,0,PROFESSIONAL AV SOLUTIONS,841872092614,
Chief,CMS006009W,"Chief Adj Column, White (152-228mm)", $159.82 , $111.87 ,SPECIAL ORDER ONLY,2,PROFESSIONAL AV SOLUTIONS,,
Chief,CMS006W,"Chief Extension Column, White (152mm)", $68.64 , $48.04 ,SPECIAL ORDER ONLY,0,PROFESSIONAL AV SOLUTIONS,,
Chief,CMS009,"Chief Extension Column, Black (228mm)", $95.25 , $66.67 ,SPECIAL ORDER ONLY,1,PROFESSIONAL AV SOLUTIONS,841872092645,
Chief,CMS009012,"Chief Adj Column, Black (228-300mm)", $240.53 , $158.20 ,SPECIAL ORDER ONLY,0,PROFESSIONAL AV SOLUTIONS,841872092652,
Chief,CMS009012W,"Chief Adj Column, White (228-300mm)", $240.53 , $158.20 ,SPECIAL ORDER ONLY,0,PROFESSIONAL AV SOLUTIONS,841872104782,
Chief,CMS009W,"Chief Extension Column, White (228mm)", $103.82 , $72.67 ,SPECIAL ORDER ONLY,0,PROFESSIONAL AV SOLUTIONS,,
Chief,CMS012,"Chief Extension Column, Black (300mm)", $121.43 , $84.99 ,SPECIAL ORDER ONLY,0,PROFESSIONAL AV SOLUTIONS,841872092669,
Chief,CMS012W,"Chief Extension Column, White (300mm)", $121.43 , $84.99 ,SPECIAL ORDER ONLY,0,PROFESSIONAL AV SOLUTIONS,,
Chief,CMS018,"Chief Extension Column, Black (457mm)", $127.53 , $89.27 ,SPECIAL ORDER ONLY,4,PROFESSIONAL AV SOLUTIONS,841872092720,
